review_id,rating_date,count_helpful,count_unhelpful,employee_length,employee_status,employee_type,flag_covid,flag_featured,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,summary,company_name,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_compensation_benefits,rating_senior_leadership,rating_career_opportunities,pros_cleaned,cons_cleaned,pros_polarity,cons_polarity,sentiment_polarity,sentiment_label
100,2024-12-25T00:00:00.000Z,0,0,1,REGULAR,"Former employee, less than 1 year",False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1,5,1,2,Not worth for the weather and long shifts,Amazon Fulfillment Center,"Orlando, FL",Driver Associate,Don't tell your incoming employees that you'll offer bonuses and then say sike when they get hired,"Simple to do, 4 day work week","10 hour shifts and have to deal with heat and rain,",1,1,1,"simple do, day week","hour shifts deal heat rain,",0.0,0.0,0.0,neutral
101,2024-12-25T00:00:00.000Z,0,0,0,PART_TIME,Current employee,False,False,POSITIVE,APPROVE,POSITIVE,2,4,3,3,Decent,Amazon Fulfillment Center,,Associate,,Decent pay here at this job nothing too crazy,As a part time you only get 15 mins break,2,3,3,decent pay nothing crazy,part time mins break,0.162,0.0,0.081,positive
102,2024-12-17T00:00:00.000Z,0,0,0,REGULAR,Current employee,False,False,,,,5,5,5,5,A nice place to work,Amazon Fulfillment Center,"Scarborough, ON",Warehouse Associate,,You will gain alot of knowledge,Be ready to stand for the whole shift,5,5,5,gain alot knowledge,ready stand whole shift,0.5267,0.3612,0.44394999999999996,positive
103,2024-12-17T00:00:00.000Z,0,0,20,REGULAR,Current employees,False,False,,,POSITIVE,5,5,5,5,Great Benefits,Amazon Fulfillment Center,"Charleston, TN",Human Resource Associate Partner,,Mutiple time off options. Above average health insurance options.,"Small department, not a lot of room to move up without moving.",4,5,5,mutiple time options. average health insurance options.,"small department, room move without moving.",0.0,0.0,0.0,neutral
105,2024-12-16T00:00:00.000Z,0,0,4,REGULAR,Current employees,False,False,,,,1,1,1,1,Physically Demanding job,Amazon Fulfillment Center,"San Bernardino, CA",Quality Control,,lots of overtime. Worked 60hours/week,"The cons are the same as the pros, but this website doesn't allow me to copy the same response.",1,1,1,lots overtime. worked 60hours/week,"cons pros, website allow copy response.",0.0,0.2263,0.11315,positive
106,2024-12-15T00:00:00.000Z,0,0,2,PART_TIME,Current employees,False,False,POSITIVE,DISAPPROVE,POSITIVE,3,4,4,3,Decent Pay,Amazon Fulfillment Center,"Sparrows Point, MD",Associate,,"Freedom
Opportunities
Career choice
Decent Pay","Physically tiring
Poor Training
Not enough benefits",3,3,3,freedom opportunities career choice decent pay,physically tiring poor training enough benefits,0.7506,-0.128,0.3113,positive
107,2024-12-15T00:00:00.000Z,0,0,2,REGULAR,Former employees,False,False,,,,1,3,1,1,Cold,Amazon Fulfillment Center,"Rugeley, England",,,"Good managers, a lot of overtime available",Cold warehouse. Lonely isolating job,1,3,1,"managers, overtime available",cold warehouse. lonely isolating,0.0,-0.3612,-0.1806,negative
108,2024-12-14T00:00:00.000Z,0,0,2,REGULAR,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,3,4,5,4,Pay,Amazon Fulfillment Center,"St. Thomas, ON",Associate,,Good pay rate for Associates,Lot of internal politics in the Amazon warehouses,5,5,5,pay rate associates,internal politics warehouses,-0.1027,0.0,-0.05135,negative
109,2024-12-12T00:00:00.000Z,0,0,0,REGULAR,Current employee,False,False,,,,0,0,5,0,Good place,Amazon Fulfillment Center,"Council Bluffs, IA",Associate,,Good place to start a warehouse job.,Temperature is a little chilly.,0,0,0,start warehouse job.,temperature little chilly.,0.0,0.0,0.0,neutral
110,2024-12-11T00:00:00.000Z,0,0,2,REGULAR,Former employees,False,False,,,,0,0,3,0,Boring,Amazon Fulfillment Center,"Jeffersonville, IN",ICQA Associate,,"PTO, same work every night.",Lots of turn over. Monotonous,0,0,0,"pto, every night.",lots turn over. monotonous,0.0,0.0,0.0,neutral
111,2024-12-08T00:00:00.000Z,0,0,4,REGULAR,Former employees,False,False,,,,5,5,4,4,Amazon,Amazon Fulfillment Center,"Goodyear, AZ",Warehouse Worker,,They have really good benefits,Some jobs can get overwhelming,5,4,5,benefits,jobs overwhelming,0.3818,0.0,0.1909,positive
112,2024-12-07T00:00:00.000Z,0,0,0,REGULAR,Current employee,False,False,,,,0,0,4,0,Good Job and Pay,Amazon Fulfillment Center,"Leeds, England",Warehouse Associate,,"Easy, not much weight to handle","long shifts, stationed in one place",0,0,0,"easy, much weight handle","long shifts, stationed one",0.4404,0.0,0.2202,positive
113,2024-12-05T00:00:00.000Z,0,0,4,REGULAR,Current employees,False,False,,,NEGATIVE,2,3,3,1,"Good money, hardwork",Amazon Fulfillment Center,"Edmonton, AB",Associate,,Good money better than average job,"Favouritism, no appreciation, more work you do more you’ll get, less work you do less they will give",3,3,3,money better average,"favouritism, appreciation, you’ll get, less less give",0.4404,0.5106,0.47550000000000003,positive
114,2024-12-04T00:00:00.000Z,0,0,9,REGULAR,Current employees,False,False,POSITIVE,NO_OPINION,POSITIVE,3,5,3,1,Hard work,Amazon Fulfillment Center,"Windsor, CT",Packer,,Fast Advancements and great benefits,Very high turnover and not much accountability. Very long hours during holiday season.,3,3,3,fast advancements great benefits,high turnover much accountability. long hours holiday season.,0.7717,0.4019,0.5868,positive
115,2024-12-03T00:00:00.000Z,0,0,2,PART_TIME,Current employees,False,False,POSITIVE,APPROVE,POSITIVE,3,3,3,3,Not Bad,Amazon Fulfillment Center,"Avenel, NJ",FC Associate I,Lower the rate. Or increase the pay. And give out more shifts.,Simple work is required of you.,Their rate per hour is slightly unreasonable due to the fact if the items are heavy in total it’s harder to walk around while pushing the heavy cart.,3,3,3,simple required you.,rate per hour slightly unreasonable due fact items heavy total it’s harder walk around pushing heavy cart.,0.0,0.0,0.0,neutral
116,2024-12-03T00:00:00.000Z,0,0,4,REGULAR,Current employees,False,False,NEGATIVE,DISAPPROVE,NEGATIVE,1,1,1,1,Good benefits bad work culture,Amazon Fulfillment Center,"Saint Louis, MO",Inbound Stower,"We are humans with our own lives outside of work. We are somebody’s child, wife, husband, father, mother or grandparent. We are not robots or machines to use and toss away whenever you feel like it. To some of us Amazon is one of our only choices to make a living for our families.","Great benefits, very flexible, lots of different positions to try out incase you don’t like your main role. Free holiday meals once a year. Come and leave work whenever you want using your unpaid time or pto. They lay for school and offer career programs although the tests to get into them are very difficult","Forced mandatory extra time. (My MET was 5 days of 11 1/2 hours and my regular shift is 3 days of 12 hours) you will get forced to cross trained and you will get labor shares to different departments wether you like that position or not. They have a very high expectations for making “rates” in your position. Managers and anyone in lead positions will micromanage and breathe down your neck. You are always getting watched and judged and everyone will shut down any minimal concern you have because nobody cares. They just care about saving their own behind. If you get hurt, well you better pray that you don’t because their AmCare will send you to their own doctor and they will lie and say you weren’t hurt at all so that they don’t have to pay for your injury or have you sue them. Some departments are very strict and WILL find reasons to write you up. You have to use some of your break time to get back to your station and sign in and scan something by the end of your break or you will get in trouble. You will use some of your break time just walking to the break area because it is SO far and so are the restrooms and don’t forget you need to use your break time to come back from break on time or you’ll get in trouble",3,1,3,"great benefits, flexible, lots different positions try incase don’t main role. free holiday meals year. come leave whenever want using unpaid time pto. lay school offer career programs although tests difficult","forced mandatory extra time. (my met days 1/2 hours regular shift days hours) forced cross trained labor shares different departments wether position not. high expectations making “rates” position. managers anyone lead positions micromanage breathe neck. always getting watched judged everyone shut minimal concern nobody cares. care saving behind. hurt, well better pray don’t amcare send doctor lie say weren’t hurt don’t pay injury sue them. departments strict find reasons write up. use break time back station sign scan something end break trouble. use break time walking break area far restrooms don’t forget need use break time come back break time you’ll trouble",0.9042,-0.8074,0.0484,neutral
117,2024-12-02T00:00:00.000Z,0,0,0,REGULAR,Former employee,False,False,,,,0,0,3,0,Amazon,Amazon Fulfillment Center,"Orlando, FL",Picker,,A lot of hard work,Only care about the numbers,0,0,0,hard,care numbers,-0.1027,0.4939,0.1956,positive
118,2024-11-30T00:00:00.000Z,0,0,2,PART_TIME,Current employees,False,False,,APPROVE,POSITIVE,5,5,5,4,Amazon review,Amazon Fulfillment Center,"Ottawa, ON",Associate,,"It has good base pay, health benefits, and paid vacation.",Work is heavy sometimes and need physical strength.,5,5,5,"base pay, health benefits, paid vacation.",heavy sometimes need physical strength.,0.296,0.4939,0.39495,positive
119,2024-11-29T00:00:00.000Z,0,0,1,REGULAR,"Current employee, less than 1 year",False,False,,APPROVE,POSITIVE,0,0,5,5,I loved working there,Amazon Fulfillment Center,"Coconut Creek, FL",Picker/Packer,"Focus on Employee Well-Being.
Encourage a balance between productivity and employee health. Consider frequent breaks, ergonomic assessments, and wellness programs.","Employment stability 
Competitive pay
Benefits 
Diverse workforce","Physical demands 
Management challenges 
Monotonous tasks
High turnover rates
Fast spaced environment",5,0,5,employment stability competitive pay benefits diverse workforce,physical demands management challenges monotonous tasks high turnover rates fast spaced environment,0.4404,0.0772,0.25880000000000003,positive
120,2024-11-27T00:00:00.000Z,0,0,0,REGULAR,Former employee,False,False,,,,0,0,5,0,The pay is good but the work sometimes can be a bit.... Boring,Amazon Fulfillment Center,"Charlotte, NC",Picking Associate,,Paid by the hour and if u stay long enough u get better pay well at least 1$ up,From what I've heard they treat ya like a number or a robot,0,0,0,paid hour stay long enough better pay well least,heard treat number robot,0.5574,0.4588,0.5081,positive
121,2024-11-26T00:00:00.000Z,0,0,1,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,NO_OPINION,POSITIVE,3,5,4,2,Great place to start oit,Amazon Fulfillment Center,"Calgary, AB",Dock Worker,,"Great benefits, great people to work with.",The work is very physically demanding,5,5,3,"great benefits, great with.",physically demanding,0.8957,-0.2263,0.3347,positive
122,2024-11-23T00:00:00.000Z,0,0,1,REGULAR,"Former employee, less than 1 year",False,False,POSITIVE,APPROVE,POSITIVE,4,3,4,3,Salary at Amazon,Amazon Fulfillment Center,"Sioux Falls, SD",Reliability & Maintenance Engineering,,Good pay from the company and lovely colleagues,Too much heat and a lot of noise,4,4,4,pay lovely colleagues,much heat noise,0.5267,0.0,0.26335,positive
123,2024-11-20T00:00:00.000Z,0,0,0,REGULAR,Former employee,False,False,,,,2,1,2,3,nothign,Amazon Fulfillment Center,"St. Thomas, ON",Warehouse Worker,,good pay and nice shift hours,politics and partiality play a major role,4,1,2,pay nice shift hours,politics partiality play major role,0.34,0.34,0.34,positive
124,2024-11-19T00:00:00.000Z,0,0,2,REGULAR,Former employees,False,False,,,,3,3,3,1,General,Amazon Fulfillment Center,"Dartford, England",Warehouse Operative,,Flexible working schedules and good pay,Extremely physical. Employees treated as machine sometimes.,4,3,4,flexible schedules pay,extremely physical. employees treated machine sometimes.,0.128,0.0,0.064,positive
125,2024-11-18T00:00:00.000Z,0,0,0,REGULAR,Former employee,False,False,,,,1,1,1,1,Review,Amazon Fulfillment Center,"Ottawa, ON",Warehouse Associate,"Treat associates with respect and dignity. Foster a more supportive environment, especially during challenging times, and ensure fair treatment for all employees, including those dealing with work-related injuries.","Good benefits.
Valuable working experience.
Opportunities to learn and grow.","Poor management support.
Lack of understanding during personal hardships.
Unfair treatment when injured on the job.
High-pressure environment with unrealistic expectations at times.",1,1,1,benefits. valuable experience. opportunities learn grow.,poor management support. lack understanding personal hardships. unfair treatment injured job. high-pressure environment unrealistic expectations times.,0.8074,-0.8176,-0.005099999999999993,neutral
126,2026-01-02T00:00:00.000Z,0,0,1,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,3,0,Good benefits & growth; favoritism and brutal OT,Amazon Fulfillment Center,"Arlington,WA",Warehouse Associate,,"Good benefits, learned new skills, upper management was helpful, leadership helped get promoted to corporate","Favoritism, Peak OT was ""insane"" and mandatory",0,0,4,"benefits, learned new skills, upper management helpful, leadership helped promoted corporate","favoritism, peak ""insane"" mandatory",0.802,-0.1779,0.31205000000000005,positive
128,2026-01-17T00:00:00.000Z,0,0,0,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,3,1,Nice perks and schedule; micromanaged and physically tiring.,Amazon Fulfillment Center,"Scarborough,OH",Fufillment Associate,,"Discounts online amazon shopping, PTO, 4 day work week, overtime available","Lots of micro management, lots of standing up and walking throughout shift",0,0,0,"discounts online shopping, pto, day week, overtime available","lots micro management, lots standing walking throughout shift",0.0,0.0,0.0,neutral
129,2025-12-18T00:00:00.000Z,0,0,2,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,POSITIVE,0,0,4,0,"Good pay, solid facilities and breaks, but the work is repetitive with long hours",Amazon Fulfillment Center,"Tilbury,England",Picker,,"Massive Canteen, Prayer room for muslims, bus for amazon staff, two breaks each 30 mins and good income","Repetitive Work, Long Hours especially during Peak Season, Universal Stations",0,0,0,"massive canteen, prayer room muslims, bus staff, two breaks mins income","repetitive work, long hours especially peak season, universal stations",0.0,-0.25,-0.125,negative
130,2025-12-17T00:00:00.000Z,0,0,2,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,5,1,Decent warehouse job with steady pay,Amazon Fulfillment Center,"St.Thomas, ON",FC Associate I,,"Good pay, friendly team and supportive each department","Political enviornment, not good for long term",0,0,0,"pay, friendly team supportive department","political enviornment, long term",0.6124,0.0,0.3062,positive
131,2025-12-16T00:00:00.000Z,0,0,3,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,5,3,Good starter job but not long term,Amazon Fulfillment Center,"Richmond,VA",FC Associate,,"Good pay, simple tasks, two breaks, friendly coworkers","High productivity targets, stressful during peak season",0,0,0,"pay, simple tasks, two breaks, friendly coworkers","high productivity targets, stressful peak season",0.4215,-0.5106,-0.044550000000000034,neutral
132,2025-12-14T00:00:00.000Z,0,0,2,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,3,2,Physically demanding but manageable,Amazon Fulfillment Center,"Brampton,ON",Picker,,"Easy to get hired, flexible schedule, reliable income","Standing 10+ hours, sore muscles, boring repetition",0,0,0,"easy hired, flexible schedule, reliable income","standing 10+ hours, sore muscles, boring repetition",0.5859,-0.5859,0.0,neutral
133,2025-12-10T00:00:00.000Z,0,0,1,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,3,3,Fair pay with decent benefits,Amazon Fulfillment Center,"Dallas,TX",Warehouse Associate,,"Fast-paced environment, overtime available, helpful team leads","Monotonous duties, strict rate tracking",0,0,0,"fast-paced environment, overtime available, helpful team leads","monotonous duties, strict rate tracking",0.4215,0.0,0.21075,positive
134,2025-12-08T00:00:00.000Z,0,0,2,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,2,1,Solid income but exhausting schedule,Amazon Fulfillment Center,"Phoenix,AZ",FC Associate,,"Benefits start early, clean facility, organized workflow","Mandatory extra time, poor work-life balance",0,0,0,"benefits start early, clean facility, organized workflow","mandatory extra time, poor work-life balance",0.6486,-0.4215,0.11354999999999998,positive
135,2025-12-06T00:00:00.000Z,0,0,2,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,4,0,Simple work environment,Amazon Fulfillment Center,"Whitby,ON",Picker,,"Good overtime pay, stable hours, supportive coworkers","Limited advancement, repetitive stations",0,0,0,"overtime pay, stable hours, supportive coworkers","limited advancement, repetitive stations",0.4588,-0.4404,0.009199999999999986,neutral
136,2025-12-05T00:00:00.000Z,0,0,3,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,3,0,Flexible but inconsistent management,Amazon Fulfillment Center,"Joliet,IL",Warehouse Associate,,"Easy to learn, low skill barrier, steady paycheck","Favoritism, poor communication, frequent changes",0,0,0,"easy learn, low skill barrier, steady paycheck","favoritism, poor communication, frequent changes",0.0772,-0.34,-0.13140000000000002,negative
137,2025-12-03T00:00:00.000Z,0,0,2,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,4,1,Good short-term job,Amazon Fulfillment Center,"Moreno Valley, CA",Warehouse Associate,,"Choose shifts, decent pay, safe workplace","Not engaging, repetitive, high turnover",0,0,0,"choose shifts, decent pay, safe workplace","engaging, repetitive, high turnover",0.3612,0.1027,0.23195000000000002,positive
138,2025-12-01T00:00:00.000Z,0,0,1,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,3,1,Clean facility with strong benefits,Amazon Fulfillment Center,"Baltimore,MD",Picker,,"Quick hiring, weekly pay, light supervision","Pressure to hit rates, repetitive scanning work",0,0,0,"quick hiring, weekly pay, light supervision","pressure hit rates, repetitive scanning",-0.1027,-0.4939,-0.2983,negative
139,2025-11-30T00:00:00.000Z,0,0,3,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,3,2,Stable job with predictable routine,Amazon Fulfillment Center,"Columbus, OH",Picker,,"Large break rooms, transportation options, good benefits package","Long shifts, little variety, mentally draining",0,0,0,"large break rooms, transportation options, benefits package","long shifts, little variety, mentally draining",0.3818,0.0,0.1909,positive
140,2025-12-18T00:00:00.000Z,0,0,2,REGULAR,Former employee,False,False,NEUTRAL,NO_OPINION,NEGATIVE,0,0,2,1,Fair pay with decent benefits,Amazon Fulfillment Center,"Mississauga,ON",Warehouse Associate,,"Benefits start early, clean facility, organized workflow","Repetitive counting tasks, long hours standing, strict performance metrics",0,0,0,"benefits start early, clean facility, organized workflow","repetitive counting tasks, long hours standing, strict performance metrics",0.6486,-0.25,0.19929999999999998,positive
